בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under a Threat of Extinction: Three cheetah cubs were born in Iran	yes
דווקא "משבר האקלים" המטופש של הססמולנים (פליטות פחמן דו-חמצני, הדרוש לצמחים) הוא הגורם לכך שהסהרה נעשית יותר ירוקה, אבל היי, זה לא מתאים לאג'נדה הססמולנית, אז לא תקראו על זה בעיתונים...	Ironically, the "climate crisis" nonsense from the leftists (carbon dioxide emissions, essential for plant growth) is actually causing the Sahara to become greener. But hey, that doesn't fit the leftist agenda, so you won't read about it in the newspapers...	no
השמאלנים לא דואגים.	The leftists aren't concerned.	no
אצלם השתן עולה ישר לראש וכך הם לא מתייבשים.	With them, urine goes straight to the head, which is why they don't get dried out.	no
האם ניהול נכון של מאגרי המים אומר קיצוץ של לפחות 70% מאוכלוסית העולם?	Is proper water resource management means reduction of at least 70% in the world's population?	no
מפליא ש COVID בא ומפליא שרוב האוכלוסיה מוזרקת בחומר נסיוני שההשלכות שלו לטווח של 5-25 שנים על המוזרקים בכלל לא ידוע.	It's remarkable that COVID came, and it's astonishing that the majority of the population is being injected with an experimental substance whose long-term effects on those injected for a span of 5-25 years remain unknown.	no
מפליא גם שאג'נדה 2030 יוצאת לדרך ועכשיו זה?	It's also astounding that Agenda 2030 is being set in motion, and now this?	no
ממש תמוהה כל הסיפור!!!	The whole story is really strange!!!	no
חחחח איזה בולשיט.	Hahaha, what a bullshit.	no
סיפורי אלף לילה ולילה, הכל הפחדות וכמובן שטויות של השמאל שמנסה לשלוט בעולם דרך שליטה באמצעי התקשורת, לפני חמש שנים הם הודיעו שלא יהיה גשם יותר באוסטרליה והשנה יש להם מספיק גשמים לשנתיים.	The stories of One Thousand and One Nights, all fear-mongering and, of course, the nonsense of the left trying to control the world through media manipulation, five years ago they declared there would be no more rain in Australia, and this year they have enough rain for two years.	no
אמרו שגם בארץ לא ירד יותר גשם והבצורת היא תמידית והנה יש גשם.	They also said that there wouldn't be more rain in Israel, and the drought is permanent, yet here we have rain.	no
גם סיפרו שרבין לא רצח יהודים באלטלנה ופרס לא ידע שגונבים ילדים של תמנים.	They also claimed Rabin didn't murder Jews in Altalena, and that Peres didn't know they were kidnapping Yemenite children.	no
משה דיין כמובן לא שדד עתיקות ועזר ויצמן לא התעסק עם החיילות שלו.	Of course, Moshe Dayan didn't plunder antiquities, and Ezer Weizman didn't messed with his female soldiers.	no
זה ברור שאתה מקדם את אג'נדה 21 או אג'נדה 2030.	It's clear that you're promoting Agenda 21 or Agenda 2030.	no
קשקוש מגעיל.	Disgusting bullshit.	no
שידאגו גם לקליטה בצירים, טיפול בהפסקות החשמל ונפילות המתח ואנחנו על הגל	They should also take care of reception in tunnels, handling power interruptions and voltage drops, while we're on the move.	yes
"זה ציונות אמיתית" כמו שפתיחה של סניף רמי לוי בירוחם זאת ציונות.	“This is true Zionism," just like the opening of a Rami Levy branch in Yeruham is Zionism.	yes
בעקבות הנוכל בנט, שאר הפוליטיקאים הלקקנים ישרו קו בתחום.	Following Bennett the swindler, the rest of the flatterer politicians are in the same line in the field.	yes
גם אם תתנו לי טיסות חינם, אני לא מתקרב לאל על, יותר נכון "נעל על"	Even if you give me free flights, I wouldn't go near El Al, more likely 'Nail Al'...	yes
היה נעים מאד שלום ולא להתראות.	It was very pleasant, goodbye and never see you again.	yes
לא תראו אותנו גם בחלומות.	You won't see us even in dreams.	yes
עוד בושה אחת גדולה , אנחנו בישראל שבויים בידי חברת אלעל כל הטיסות הישירות בידיה חזירות מחירים עדיף שתפשוט רגל כבר ,הגיע זמן לשמיים פתוחים באמת.4	Another big disgrace, we are in Israel imprisoned by El Al, all direct flights in its hands, hogging prices, it’s better go bankrupt already, time for truly open skies.4	yes
כמה מתמקדים בעניין הזה של טיסות למזרח.	How much people are focusing on this matter of flights to the East.	yes
גם אם סעודיה תתיר לאלעל לטוס מעל שטחה, אז זה לא יוסיף למשק הישראלי יותר מכמה עשרות מליונים, לא גיים צ'יינג'ר כזה גדול.	Even if Saudi Arabia allows El Al to fly over its territory, it won't contribute more than a few tens of millions to the Israeli economy, not a game-changer of such magnitude.	yes
עדיף להתמקד בהישגים יותר מעניינים כמו אספקת אנרגיה, רכישה של טכנולוגיה ישראלית, תחבורה מנמלי אשדוד וחיפה דרך ירדן אל סעודיה קטאר והאמירויות, תיירות מתן אפשרות לחברות השתית הישראלית לעבוד בסעודיה.	It's better to focus on more interesting achievements, such as energy supply, purchasing Israeli technology, transportation from ports in Ashdod and Haifa through Jordan to Saudi Arabia, Qatar, and the UAE, tourism, and allowing Israeli beverage companies to operate in Saudi Arabia.	yes
זה הרבה יותר מעניין מ30 מטוסים בשבוע שיחסכו שעה כל אחד.	It's much more interesting than 30 flights a week that would save an hour each.	yes
יותר חשוב שיתנו לטייסות של חיל האוויר להתמקםבמפרץ הפרסי כדי להכות את אירן ושיארגנו את האמירויות בחריין עומאן מצריים ומרוקו להפיל על אירן חימוש בלי הפסקה במשך חודש עד להרס מוחלט של כל תשתיותיה הצבאיות.	It's more important to allow Israeli Air Force squadrons to be stationed in the Persian Gulf to strike Iran, and to coordinate with the UAE, Bahrain, Oman, Egypt, and Morocco to attack Iran continuously with weapon for a month until the complete destruction of all its military infrastructure.	yes
ולעוד טייסת של חיל האוויר להתמקם בצפון סעודיה ולהכות את הכוחות האיראניים בסוריה ועירק ממזרח מאיזור פחות צפוף.	And to station another Air Force squadron in northern Saudi Arabia to strike Iranian forces in Syria and Iraq from a less congested eastern area.	yes
אחרי שנסיים עם איראן, סעודיה יכולה לדחוף את עומאן, כווית ג'יבוטי ואיי קומורו להסכם שלום עם ישראל ולהשיג רוב של מדינות הליגה הערבית שהצטרפו לשלום.	After we finish with Iran, Saudi Arabia can push Oman, Kuwait, Djibouti, and the Comoros Islands to a peace agreement with Israel and achieve the majority of Arab League countries that have joined the peace.	no
אחרי החלפת המשטר באירן, סיום המונדיאל התייצבות שוק הנפט והגז, והחלפת ארדואן אפשר גם לסייע לסעודיה להפיל את השלטון בקטאר ולחסל סופית את החתרנות של המדינה הזאת, ותמיכתה באחרים המוסלמים ובחמאס.	After a change of regime in Iran, the conclusion of the World Cup, stabilization of the oil and gas market, and replacing Erdogan in Turkey, it's possible to assist Saudi Arabia in toppling the government in Qatar and definitively eliminating the nation's influence, as well as its support for other Muslim groups and Hamas.	no
