בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
חברת 7MINDS מבית פתאל וחברת הנדל"ן בנייני העיר הלבנה, רכשו במשותף מגרש המשתרע על שטל של כ-20 דונמים במדבר יהודה, בו יקימו ריזורט מפואר בהשקעה של כ-200 מיליון שקלים. המלון יוקם על אותו השטח שבו היה בנוי מלון מצדה שנהרס לפני כשנה.	The 7MINDS company from Beit Fatal and the real estate company Binyanei Ha’ir HaLevana, have jointly purchased a plot of land covering a plot of about 20 dunams in the Yehuda desert, where they will build a luxurious resort with an investment of about 200 million NIS. The hotel will be built on the same area where a Masada hotel was built that was destroyed about a year ago.	no
הריזורט ייפתח רק בעוד כשלוש שנים ויהיו בו 110 חדרים כאשר בחלק מהם יהיו בריכות פרטיות.	The resort will only open in about three years and will have 110 rooms, some of which will have private pools.	yes
במלון יהיו גם שלוש בריכות משותפות, ספא, מסעדות שף, מתחם בילוי, חדר כושר ועוד.	The hotel will also have three shared pools, a spa, chef restaurants, an entertainment complex, a gym and more.	yes
מי שיהיה אחראי על הצד הקולינרי של המלון הוא השף רן שמואלי ממסעדת קלארו.	The person who will be responsible for the hotel’s culinary side is Chef Ran Shmueli from Claro Restaurant.	yes
שף שמואלי יהיה זה שייבנה את התפריט שצפוי להיות בעל קונספט מדברי ייחודי לריזורט.	Chef Shmueli will be the one to build the menu, which is expected to have a desert concept unique to the resort.	yes
ראש עיריית ערד, עו"ד ניסן בן חמו, בירך על הפרויקט: "ההחלטה להקים מלון חדש ויוקרתי בסמוך לערד נותנת את החותמת הרשמית לנסיקה המדהימה שעשתה ערד בתחום התיירות בשנים האחרונות.	The mayor of Arad, attorney Nissan Ben Hamo, welcomed the project: “The decision to build a new and prestigious hotel near Arad gives the official seal to the incredible ascent that Arad has made in the field of tourism in recent years.	yes
אני גאה בבחירה של היזמים ומשוכנע שתהיה זו הצלחה משותפת מאחר ולערד פוטנציאל תיירותי עצום".	I am proud of the choice of the entrepreneurs and am convinced that it will be a joint success since Arad has a huge tourist potential.”	no
אל על מציגה: טיסות לכל אירופה החל מ-78 דולר	El Al presents: flights to all of Europe starting at $78	yes
השמיים נפתחים וחברות התעופה יוצאות במבצעים שלא נראו הרבה זמן •	The skies are opening and the airlines are offering unprecedented promotion that have not been seen for a long time.	yes
ברצלונה, מדריד, פראג, בודפשט, ברלין, אמסטרדם ויעדים נוספים בפחות ב-100 דולר לטיסות הלוך וחזור	Barcelona, Madrid, Prague, Budapest, Berlin, Amsterdam and other destinations for less than $100 for round-trip flights	yes
.	.	no
חברת התעופה הגדולה בישראל מדווחת על עלייה בביקושים לטיסות לחו"ל מאז ההודעה אתמול על ההקלות המשמעותיות לטסים.	Israel’s largest airline reports an increase in demand for flights abroad since yesterday’s announcement of the significant concessions for airline passengers.	yes
בחברה החליטו לפרסם הבוקר מבצע מיוחד לרגל פתיחת השמיים והמחירים שהיא מציעה נחשבים לאטרקטיביים במיוחד.	The company decided to publish a special sale this morning for the occasion of opening the skies and the prices it offers are considered particularly attractive.	yes
במסגרת המבצע החדש, מציעה החברה טיסות לברלין, בודפשט, ברצלונה, מדריד, פראג, אתונה, אמסטרדם, ליסבון ויעדים נוספים במחירים שמתחילים מכ-60 דולרים לטיסות הלוך וחזור.	As part of the new promotion, the company offers flights to Berlin, Budapest, Barcelona, Madrid, Prague, Athens, Amsterdam, Lisbon and other destinations at prices that start at around $60 for round-trip flights.	yes
בעקבות ההקלה על הטסים, באל על מחזירים את הטיסות לשורה של יעדים וביניהם גם קנדה, איטליה, גרמניה, הונגריה, בלגיה ומדינות נוספות.	Following the easing of the flights, El Al is restarting flights to a number of destinations including Canada, Italy, Germany, Hungary, Belgium and more countries.	yes
חשוב לזכור שמדובר במספר מוגבל של כרטיסים (כ-4,000) והמחיר לא כולל כבודה ובחירת מושב.	It is important to remember that only a limited number of tickets (about 4,000) are offered and the price will not include baggage and seat selection.	yes
המבצע תקף להזמנות שיבוצעו היום ומחר ולטיסות שימריאו עד 31 בינואר 2022.	The offer is valid for orders made today and tomorrow and for flights departing before January 31, 2022.	yes
החל מהלילה בחצות, יוסרו צרפת, ספרד, פורטוגל ומדינות נוספות מרשימת המדינות האדומות.	Starting from tonight at midnight, France, Spain, Portugal and other countries will be removed from the list of red countries.	no
ארה"ב, איחוד האמירויות, טורקיה ועוד חמש מדינות עדיין נמצאות ברשימת המדינות האדומות וישנו איסור לטוס אליהן בלי אישור של ועדת חריגים.	The USA, the United Arab Emirates, Turkey and five other countries are still included in the list of red countries and there is a ban on flying to them without the Exceptions Committee’s approval.	no
כמעט לכל אדם בימינו, יש טאבלט או סמארטפון "ישן" ששוכב בארון חסר שימוש.	Almost every person these days, has an “old” tablet or smart-phone lying in a closet unused.	yes
רק מכיוון שיצא דגם קצת יותר חדש ומשוכלל, כל מכשיר יכול להיות במקום נגן ספוטיפיי בחיבור הוטספוט.	Only because a slightly newer and more sophisticated model was released, any device can be a Spotify player on a hotspot connection.	yes
מכשירים ישנים יכולים להיות מצלמות דרך, שלט-רחוק לתפעול מכשירים בבית ועוד המון שימושים.	Old devices can be road cameras, remote control to operate devices at home and many other uses.	yes
לא חייבים להיות קרבנות של תרבות הצריכה ולא חייבים להיות תמיד בחזית הטכנולוגיה, עם עוד גאדג'ט חסר תועלת אמיתית.	You don’t have to be victims of the consumer’s culture and you don’t always have to get the forefront technology, with yet another truly useless gadget.	yes
