בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three bridal puppies born in Iran	yes
התאחדות משרדי הנסיעות, המטה לשמיים פתוחים והתאחדות המלונות הגישו עתירה לבג"ץ כדי לבטל את ההגבלות על הטסים.	The Travel Ministries Association, the Open Skies Foundation and the Hotel Association have petitioned the Supreme Court to lift the restrictions on flights.	no
המדינה הסירה את רוב ההגבלות אתמול, אך כאמור השאירה שמונה מדינות משמעותיות ברשימת המדינות האדומות.	The country lifted most of the restrictions yesterday, but as noted, left eight significant countries on the red list.	no
בדיון שיתקיים הבוקר בירושלים, צפויים העותרים לדרוש מהמדינה לבטל את רשימת המדינות האדומות.	At the hearing in Jerusalem this morning, the petitioners are expected to demand that the country be removed from the red list of states.	no
מי שיתמוך בעמדת העותרים הוא פרופ' איתמר גרוטו, שצפוי להיות נוכח בדיון.	To support the petitioners is Professor Itamar Grotto, who is expected to be present at the hearing.	no
שר התיירות יואל רזבוזוב, שתמך בשבועות האחרונים בהקלות בכל מה שקשור להכנסת תיירים זרים לישראל, אמר אתמול: "ביטול הבידוד למחוסנים החוזרים מחו"ל וחזרת התיירות למחוסנים הם הדבר הנכון והצודק בתקופה זו.	Tourism Minister Yoel Rzebowzow, who has in recent weeks supported facilitating the entry of foreign tourists to Israel, said yesterday: "The lifting of the quarantine for vaccinated returnees from abroad and the return of tourism to vaccinated ones is the right thing to do at this time.	no
אני מודה לחבריי לממשלה, שהבינו את מצוקת תעשיית התיירות והסכימו איתי שהנזק עולה על התועלת.	I thank my friends in government, who understand the plight of the tourism industry and agree with me that the harm outweighs the benefit.	no
החיסון הוא המענה הטוב ביותר למגיפה, וככזה - מגיע לציבור המחוסנים לנהל שגרת חיים מאפשרת לצד הקורונה".	The vaccine is the best response to the pandemic, and as such, the vaccinated public is entitled to lead a supportive lifestyle alongside the corona".	no
בהשקעה של 200 מיליון שקלים: הריזורט החדש שייפתח בסמוך לערד	With an investment of NIS 200 million, the new resort will open near Arad.	yes
המדבר פורח: מלון יוקרה נוסף צפוי להיפתח בעוד כשלוש שנים •	Desert blooms: Another luxury hotel is expected to open in about three years	yes
מסעדות שף, בריכות פרטיות ו-110 חדרים הם רק חלק קטן ממה שיציע המלון •	Chef restaurants, private pools, and 110 rooms are just a small part of what the hotel has to offer	yes
כל הפרטים בכתבה	All the details in the article	yes
חברת 7MINDS מבית פתאל וחברת הנדל"ן בנייני העיר הלבנה, רכשו במשותף מגרש המשתרע על שטל של כ-20 דונמים במדבר יהודה, בו יקימו ריזורט מפואר בהשקעה של כ-200 מיליון שקלים. המלון יוקם על אותו השטח שבו היה בנוי מלון מצדה שנהרס לפני כשנה.	7MINDS from Beit Patel and the White City Building Real Estate Company have jointly purchased a plot spanning about 20 acres in the Judean Desert, where they will establish a luxury resort with an investment of about NIS 200 million. The hotel will be built on the same site as a former hotel that was demolished about a year ago.	no
הריזורט ייפתח רק בעוד כשלוש שנים ויהיו בו 110 חדרים כאשר בחלק מהם יהיו בריכות פרטיות.	The resort won't open for another three years and will have 110 rooms, some with private pools.	yes
במלון יהיו גם שלוש בריכות משותפות, ספא, מסעדות שף, מתחם בילוי, חדר כושר ועוד.	The hotel will also have three communal pools, a spa, chef's restaurants, a leisure complex, a gym and more.	yes
מי שיהיה אחראי על הצד הקולינרי של המלון הוא השף רן שמואלי ממסעדת קלארו.	Who will be in charge of the culinary side of the hotel is Chef Ren Shmuely of Claro restaurant.	yes
שף שמואלי יהיה זה שייבנה את התפריט שצפוי להיות בעל קונספט מדברי ייחודי לריזורט.	Chef Shmuel will be the one to develop the menu which is expected to have a desert concept unique to the resort.	yes
ראש עיריית ערד, עו"ד ניסן בן חמו, בירך על הפרויקט: "ההחלטה להקים מלון חדש ויוקרתי בסמוך לערד נותנת את החותמת הרשמית לנסיקה המדהימה שעשתה ערד בתחום התיירות בשנים האחרונות.	The mayor of Arad, attorney Nissan Ben-Hammo, welcomed the project: "The decision to build a new and luxurious hotel near Arad gives the official stamp to the amazing princess Arad has made in the field of tourism in recent years.	yes
אני גאה בבחירה של היזמים ומשוכנע שתהיה זו הצלחה משותפת מאחר ולערד פוטנציאל תיירותי עצום".	I am proud of the choice of the entrepreneurs and convinced it will be a joint success, since we will perceive the enormous tourist potential".	no
אל על מציגה: טיסות לכל אירופה החל מ-78 דולר	Al on display: flights to all of Europe starting at $78	yes
השמיים נפתחים וחברות התעופה יוצאות במבצעים שלא נראו הרבה זמן •	The skies are opening up, and airlines are getting into operations not seen in a long time.	yes
ברצלונה, מדריד, פראג, בודפשט, ברלין, אמסטרדם ויעדים נוספים בפחות ב-100 דולר לטיסות הלוך וחזור	Barcelona, Madrid, Prague, Budapest, Berlin, Amsterdam and other destinations for less than $100 round trip	yes
.	I know.	no
חברת התעופה הגדולה בישראל מדווחת על עלייה בביקושים לטיסות לחו"ל מאז ההודעה אתמול על ההקלות המשמעותיות לטסים.	Israel's largest airline is reporting an increase in demand for international flights since yesterday's announcement of significant easing for passengers.	yes
בחברה החליטו לפרסם הבוקר מבצע מיוחד לרגל פתיחת השמיים והמחירים שהיא מציעה נחשבים לאטרקטיביים במיוחד.	The company has decided to announce a special promotion this morning to celebrate the opening of the skies and the prices she offers are considered very attractive.	yes
במסגרת המבצע החדש, מציעה החברה טיסות לברלין, בודפשט, ברצלונה, מדריד, פראג, אתונה, אמסטרדם, ליסבון ויעדים נוספים במחירים שמתחילים מכ-60 דולרים לטיסות הלוך וחזור.	As part of the new operation, the airline offers flights to Berlin, Budapest, Barcelona, Madrid, Prague, Athens, Amsterdam, Lisbon and other destinations for prices starting at $ 60 for round-trip flights.	yes
