בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
חחחחחח איך מתאים כמו כפפה ליד לוזר לקבוצה של......	Hahaha, it fits like a glove to the hand of a loser to the team of......	yes
אדם אחלה שחקן המאמן חייב לתת לו יותר דקות לא לוותר עליו הפועל צריכה סגל גדול אסור אסור לוותר עליו	Adam is a great player, the coach must give him more minutes, not give up on him. Hapoel needs a large squad, it's absolutely forbidden to give up on him.	yes
לא.	No.	yes
להביא את אנדריאן בנקס.	Bring Adrian Banks.	yes
צריך עוד ישראלים חזקים בסגל.	We need more strong Israelis on the team.	yes
כאלה שממש משחקים	Those who really play.	yes
הרבה יותר מתאים מווילבקין למכבי שנבנת.	Much more suitable than Wilbekin for the newly built Maccabi.	yes
רואים שיש אנשי מקצוע במכבי- בלאט וקטש.	You can see that there are professionals in Maccabi - Blatt and Katash.	yes
אולי יכולות אישיות עדיין לר משתווה לסקוטי אך שחקן קבוצתי ,ובעיקר אינטלגנציית משחק גבוהים בהרבה	Perhaps his personal abilities are still not comparable to Scottie's, but his team player skills and especially his game intelligence are much higher.	yes
כל כך עצוב שמכבי תל אביב מסתמכת על זרים והישראלים מחממים את הספסל	It's so sad that Maccabi Tel Aviv relies on foreigners and the Israelis are just warming the bench.	yes
דרך אגב מכבי נוסדה עבור ספורטאים יהודים ולא אוסף של זרים ולכן לא יצליחו עם כל הכוכבים שגרדו מרחבי העולם	By the way, Maccabi was founded for Jewish athletes and not a collection of foreigners, therefore they will not succeed with all the stars they have scraped from around the world.	yes
את מי זה מעניין???	Who cares???	yes
אם כבר צופים במשחק שבו 6 שחקנים אמריקאים ו- 3 ישראלים לקישוט, לא עדיף לצפות במשחק של גולדן סטייט????	If we're already watching a game where 6 American players and 3 Israelis are just for decoration, wouldn't it be better to watch a Golden State game?	yes
פאזל עד שיתחבר תגמר הליגה	The puzzle will be completed when the league ends.	yes
שיהיה בהצלחה	Good luck.	no
טור טוב.	Good column.	yes
אהבתי.	I loved it.	yes
לגבי הישראלים, הוא צודק לגמרי!!	Regarding the Israelis, he is absolutely right!!	yes
והערה לגבי זיו - ראינו בעונה שעברה שמדובר בשחקן טוב שיכול גם להנהיג קבוצה.	And a note about Ziv - we saw last season that he is a good player who can also lead a team.	yes
אז ביורוליג הוא לא יכול להיות מנהיג, אבל הירידה ביכולת שלו גם בליגה מצביעה על כך שהוא איבד את הביטחון (וזה לא פלא אחרי היחס שקיבל אחרי 2 משחקים לא טובים ביורוליג, כאילו שלזרים לא היו משחקים כאלה) והשימוש בו אולי גם לא נכון, והוא תוצאה של הקיבעונות והשבלונות של המאמן.	So in the Euroleague he can't be a leader, but his decline in performance in the league also indicates that he has lost his confidence (which is not surprising after the treatment he received after 2 poor games in the Euroleague, as if Zalgiris didn't have such games) and perhaps his usage is also not correct, and it is a result of the coach's stubbornness and templates.	yes
בלייזר לא קלעי עם כל הכבוד…	With all due respect, Blazer is not a scorer...	yes
יפתח זיו לא צריך להיות במכבי תל אביב הוא מחרב אותה מידי	Yiftach Ziv should not be in Maccabi Tel Aviv, he is ruining it too much.	yes
פעם יש לא משחק טוב אבל סורקין ובלייזר דודי וגם כהן היום כל הכבוד.	Sometimes there is not a good game but Sorkin, Blazer Dudi and also Cohen today, well done.	yes
עידו אשד בטלן אוהד חולון שנתנו לו 500 שח אז הוא כותב שטויות.	Ido Ashdod, a Hapoel Holon fan, was given 500 NIS so he writes nonsense.	yes
בתמונה לא פדרמן.	In the picture is not Federman.	yes
בלייזר,סורקין וגק כהן הרבה יותר טובים מקוליארו וטיילור שבאירופה משחקים כעשרים דקות ולא מסוגלים לקלוע סל, מי צריך זרים ברמת כלום ושום דבר,הרבה יותר עדיף שישחקו הישראלים.	Blazer, Sorkin and Jake Cohen are much better than Colliero and Taylor who in Europe play for twenty minutes and can't score a basket, who needs foreigners at a zero level, it's much better for the Israelis to play.	no
טוב שיש רוח טובה לכולם מאמן שחקנים והנהלה במשכת הממונטום	It's good that there is a positive spirit for everyone, players, coach, and management throughout the momentum.	yes
תלוי בהגברת הגיבוד הפנימי...	It depends on the increase of the internal reinforcement...	yes
וחיזוק משמעתי ונדרש של רכז וגארד	And a significant and necessary reinforcement of the center and guard.	yes
וזה החלק של ההנהלה.	And this is the management's part.	yes
לא נכון.	That's not correct.	yes
האינטראקציה האנושית הבלתי אמצעית חשובה מהרבה מאוד היבטים.	The indirect human interaction is important from many aspects.	yes
התשובה למחקר הזה היא שבידוד חברתי הוא דבר רע גם מההיבט המקצועי והאמת, מה שמפתיע ומאכזב כאן הוא ההפתעה.	The answer to this research is that social isolation is bad both professionally and truthfully, what is surprising and disappointing here is the surprise.	yes
אז תכבו את המצלמה בזום ונפתרה הבעיה.	So turn off the zoom on the camera and the problem is solved.	yes
מה קרה, החוקרים השתמשו בזום ולכן היצירתיות שלהם לא הספיקה לפתרון הזה?	What happened, did the researchers use zoom and therefore their creativity was not enough for this solution?	yes
איך יודעים מה יהיה עוד 30 שנה	How do we know what will happen in 30 years?	yes
מישהו פה פספס פרט חשוב	Someone here missed an important detail.	yes
את המדענים לא מעניין התחממות ולא מי גשמים	Scientists are not interested in global warming or rainmakers.	yes
אותם מעניין רק קצב גידול האוכלוסיה	They are only interested in the population growth rate.	yes
הם עובדים על עוד ועוד חיסונים ושיטות ממזריות להשמיד את אוכלוסיית העולם אז הם מספרים לנו סיפורי פוגי על התחממות ועוד שטויות שהם ממציאים	They are working on more and more vaccines and genetic methods to destroy the world's population, so they tell us fake stories about global warming and other nonsense they invent.	yes
אין שום בעייה להתפיל מים, בכמויות ללא הגבלה	There is no problem in drinking water, in unlimited quantities.	yes
אמרו את זה לפני 50 שנה.	They said it 50 years ago.	yes
