בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
במחלקה גבוהה יותר ישנה כבודה שכלולה במחיר הכרטיס במשקל של עד 23 קילוגרמים, ובפרימיום אקונומי ניתן לקחת גם שתי מזוודות.	In a higher class there is baggage included in the ticket price weighing up to 23 kilograms, and in Premium Economy you can also take two suitcases.	yes
באמריקן איירליינס מציעים לנוסעים לניו יורק ומיאמי כבודה במשקל של 23 קילוגרמים ומזוודת טרולי.	American Airlines offers passengers to New York and Miami 23 kilograms of luggage and a trolley suitcase.	yes
אם תרצו להוסיף מזוודה גדולה במשקל של 23 קילוגרמים תשלמו 100 דולרים לכיוון.	If you want to add a large suitcase weighing 23 kilograms you will pay $100 each way.	yes
ביונייטד איירליינס מציעים מזוודה במשקל של עד 23 קילוגרם במחלקת תיירים, בפרימיום שתי מזוודות באותו המשקל ובביזנס שתי מזוודות במשקל של 32 קילוגרם.	United Airlines offers a suitcase weighing up to 23 kilograms in Economy Class, in Premium two suitcases of the same weight and in Business two suitcases weighing 32 kilograms.	no
כמובן שניתן להוסיף גם טרולי.	Of course, trolley can also be added.	no
בארקיע מחיר הכרטיס הבסיסי כולל תיק יד שגודלו לא עולה על 55*20*40 ובמשקל של עד 7 קילוגרם.	In Arkia, the basic ticket price includes a handbag the size of which does not exceed 55* 20* 40 and weighs up to 7 kilograms.	no
מזוודה במשקל של עד 20 קילוגרם תעלה 40 דולרים לכיוון בהזמנה מראש.	A suitcase weighing up to 20 kilograms will cost 40 dollars one way when booking in advance.	no
בנמל התעופה המחיר יעמוד על 90 דולרים לנוסע לכיוון.	At the airport, the fare will be $90 per passenger per direction.	no
בטורקיש איירליינס מציעים טרולי של 8 קילוגרם לטסים לטורקיה ולממשיכים עם אנדולוג'ט ליעדי המשך.	Turkish Airlines offers an 8-kilogram trolley for flights to Turkey and continues with Endologjet for onward destinations.	no
מי שממשיך עם טורקיש איירליינס ליעדים מחוץ לטורקיה זכאי למזוודה גדולה במשקל של עד 23 קילוגרמים.	Those who continue with Turkish Airlines to destinations outside Turkey are entitled to a large suitcase weighing up to 23 kilograms of weight.	no
אם תרצו להוסיף כבודה, מומלץ לעשות זאת באינטרנט ומראש.	If you want to add baggage, it is recommended to do so online and in advance.	no
בחברת וירג'ין אטלנטיק ניתן לעלות למטוס עם טרולי או תיק יד בגודל של עד 56*36*23.	Virgin Atlantic allows you to board the plane with a trolley or a handbag up to 56*36*23 in size.	no
במידה שתרכשו כרטיס לייט, תוספת מזוודה גדולה תעלה 75 דולרים בשדה.	If you buy a light ticket, an extra large suitcase will cost $75 at the airport.	no
אם תרכשו כרטיס רגיל, הוא יכלול גם מזוודה של עד 23 קילוגרם.	If you purchase a regular ticket, it will also include a suitcase of up to 23 kilograms.	no
איתיחאד איירווייז מאפשרת לעלות למטוס עם תיק יד או טרולי במשקל של עד 7 קילוגרם ומזוודה נוספת של עד 23 קילוגרם.	Etihad Airways allows you to board the plane with a handbag or trolley weighing up to 7 kilograms and an additional suitcase of up to 23 kilograms.	no
בישראייר המחיר לא כולל כבודה.	Bisharair The price does not include baggage.	no
אם תרצו להזמין מזוודה במשקל של עד 40 קילוגרם, תשלמו 40 דולרים לכיוון בהזמנה מראש, כאשר בנמל התעופה זה יעלה לכם 80 דולרים.	If you want to order a suitcase weighing up to 40 kilograms, you will pay $40 in advance, when at the airport it will cost you $80 at the airport.	no
טרולי במשקל של עד 8 קילוגרם יעלה 9 דולר לכיוון.	A trolley weighing up to 8 kilograms will cost $9 per direction.	no
חברת הלואוקוסט וויז אייר מאפשרת לנוסעים שרכשו כרטיס בסיסי לעלות למטוס עם תיק גב בלבד.	Lowcost Wizz Air allows passengers who have purchased a basic ticket to board the plane with only a backpack.	no
אם תרצו להוסיף כבודה מעבר לכך, המחיר משתנה בהתאם לסוג הכרטיס שתרכשו וליעד, והמחירים יכולים להגיע לכמה מאות שקלים למזוודה (150-290 לכיוון), תלוי במשקל המזוודה שתבחרו.	If you want to add baggage beyond that, the price varies depending on the type of ticket you purchase and the destination, and the prices can reach several hundred shekels per suitcase ( 150-290 each way), depending on the weight of the suitcase you choose.	no
בחברת איזיג'ט מאפשרים להעלות תיק קטן בגודל של 45*36*20 ובתנאי שיוכל להיכנס מתחת למושב.	EasyJet allows you to upload a small 45* 36* 20 bag provided that it can fit under the seat.	no
מעבר לכך, בכרטיס הבסיסי תצטרכו לשלם עבור תוספת של כבודה.	Beyond that, on the basic card you will have to pay for additional baggage.	no
מי שיזמין מושב עם יותר מקום לרגליים יוכל להבא איתו תיק גדול במידות של 56*45*25.	Those who book a seat with more legroom will be able to bring with them a large bag measuring 56* 45* 25 with them.	no
מחיר השדרוג למושב מועדף שיקנה גם יותר כבודה משתנה בין הטיסות.	The upgrade price to a preferred seat that will also buy more baggage varies between flights between flights.	no
