Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
This case is ok, but not exceptional - a 3.5 or 4 max. The issue is there are fewer cases available for the Tab A 10.1 w S pen. Of those the Gumdrop is about the best, but it has some serious issues. The case rubber (silicone, whatever) is very smooth and slick, and doesn't give you a lot of confidence when hold the Tab with one hand. The Tab A is heavy so if your laying down watching a video the case slips in your hand so you have to make frequent adjustments. I had to remove the clear plastic shield that covers the screen because it impaired the touch screen operation. This affected the strength of the 1-piece plastic frame the surrounds the Tab A, so now the rubber outer cover feels really flexible and flimsy. Lastly, they made it difficult to get to the S pen. The S pen is in the back bottom right hand corner of the Tab A, and they made the little rubber flap that protects corner swing backwards for access to the S pen. This means in order to get the S pen out, the flap has to swing out 180 degrees. This is really awkward and hard to do with one hand. This case does a good job protecting my Tab A, but with these serious design flaws I can't recommend it unless you have an S pen, then you don't have much choice.	Dieser Gehäuse ist okay, aber nicht außergewöhnlich - max. 3,5 oder 4. Das Problem ist, es gibt weniger Gehäuse für den Tab A 10.1 w S-Stift. Von diesen ist der Gumdrop ungefähr der beste, aber er hat einige ernsthafte Probleme. Das Gehäuse gummi (Silizium, was auch immer) ist sehr glatt und gleitend, und gibt Ihnen nicht viel Vertrauen, wenn Sie die Tab mit einer Hand halten. Der Tab A ist schwer, also wenn Sie ein Video anschauen, dann rutscht der Gehäuse in Ihrer Hand, so dass Sie häufige Anpassungen vornehmen müssen.	yes
Everything I needed	Alles, was ich brauchte.	yes
This product is really slick - one stop shopping for all my connectivity needs. I love just throwing this and my laptops tiny power adapter in my go bag and being prepared to work on a big 4k display or grab photos from my camera. The only odd thing I experienced (and I’ve experienced this on all 4 usb-c hubs I’ve tried from different brands) is that mac’s apparently can’t tell the difference between multiples of the same monitor (so my mac outputs the same video to all identical monitors connected to the hub whether by HDMI and/or VGA). But if I use 2 separate hubs/adapters or 2 different models of monitor then the mac properly outputs to the displays individually.	Ich mag es, einfach nur das kleine Power-Adapter in der Tasche zu stecken und mich darauf vorzubereiten, mit einem großen 4k Display zu arbeiten oder Fotos von meiner Kamera zu machen, das einzige, was ich erfahren habe (und ich habe das auf allen 4 USB-C Hubs erlebt, die ich aus verschiedenen Marken ausprobiert habe) ist, dass Mac's den Unterschied zwischen den Vielfachen des gleichen Monitors offensichtlich nicht erkennen können (so dass mein Mac das gleiche Video für alle identischen Monitore ausgibt, die mit dem Hub verbunden sind, ob über HDMI und / oder VGA).	yes
Ok, needs some improvement. A decent training tool but it really needs to have some sort of Safety Lock over the shock button( been pressed more on accident when it's in my pocket then I've actually intended to use it) my dogs even accidentally zapped herself after stepping on the remote. Also if your dog likes to roll around in raccoon poop like mine does it is such a pain in the butt to clean. As the fecal matter gets in between the cracks of the device requiring you to disassemble the entire thing to clean it properly and get the smell out. Also the range is a bit inconsistent. I've noticed you almost need line of sight for it to work. And there have been times where it has not functioned at all even though I'm only 30 feet away from my dog. Being rechargeable is certainly a nice feature and the charge does last for a good while. I only need to charge mine about once every two weeks.	Ok, braucht einige Verbesserungen. Ein anständiges Trainingswerkzeug, aber es muss wirklich irgendwie mit einem Sicherheitsschloss über den Stoßknopf geschaltet werden ((Wird mehr zufällig gedrückt, wenn es in meiner Tasche ist, als ich es tatsächlich benutzen wollte. Meine Hunde zappten sich sogar versehentlich nach dem Auftreten des Fernrechners. Auch wenn Ihr Hund gerne im Waschbärkot rumrollt, wie ich, ist es so weh zu reinigen. Wenn das Kot zwischen die Risse des Geräts einbricht, müssen Sie alles auseinander nehmen, um es ordentlich zu reinigen und den Geruch zu entfernen. Auch die Reichweite ist ein wenig inkonsistent. Ich habe bemerkt, dass Sie fast die Sichtlinie benötigen, damit es funktioniert. Und es gab Zeiten, in denen es überhaupt nicht funktioniert hat, obwohl ich nur 30 Fuß von meinem Hund entfernt bin. Wieder aufladbar zu sein ist eine nette Funktion und das hält sicherlich eine ganze Weile an. Ich muss nur alle zwei Wochen aufladen.	yes
You get what you pay for. Horrible product, misrepresented	- Schreckliches Produkt, falsch dargestellt.	yes
I bought this as a tracker to use while I swim, and I didn't even get a proper chance to try it. First off, it's not water resistant and it is not recommended to use while swimming per the instruction manual. Second, it doesn't come with a charger. Instead, it suggests to use a USB plug or computer. Fine, we have lots of those around. When I try to get it into the port to charge it, however, it launches right back out. I'm not sure if there's something not compatible or if this is just poorly made, but I'm not going to sit and hold my device in while it charges. Lastly, the app keeps popping up ads, even when it's closed. Ads popped up while I was sending a text, which is very concerning. I then closed down all active apps on my phone, and saw yet another ad when I went to check the time 20 minutes later. Horrible product, I guess I get what I paid for...	Ich habe es als Tracker gekauft, um es beim Schwimmen zu verwenden, und ich hatte nicht einmal Gelegenheit, es ausprobieren. Erstens ist es nicht wasserdicht und es wird nicht empfohlen, es während des Schwimmens zu verwenden. Zweitens kommt es nicht mit einem Ladegerät. Stattdessen schlägt es vor, einen USB-Stecker oder einen Computer zu benutzen.	yes
Great backpack but overkill on the straps	Guter Rucksack, aber die Riemen sind zu schwer.	yes
This backpack looks good and performs well. It’s a great deal especially when you compare it to what backpacks cost now a days. The reason I knocked off a star is because there are just too many straps. There’s more straps on this bag than I can count. I’ll end up cutting and burning these extra straps off because most of them aren’t really necessary and just get in the way of opening and closing the bag. Other than that I’ve made this my new school bag for college. There’s a compartment right in the back of the backpack for my MacBook Pro and all my books fit wel in the pockets provided. The flag also is a great finish to it	Dieses Rückchen sieht gut aus und funktioniert gut. Es ist viel, vor allem, wenn man es mit den Kosten der Rücke heute vergleicht. Der Grund, warum ich einen Stern geklopft habe, ist, weil es einfach zu viele Riemen gibt. Es gibt mehr Riemen auf dieser Tasche, als ich zählen kann. Ich werde diese zusätzlichen Riemen am Ende abschneiden und verbrennen, weil die meisten von ihnen nicht wirklich notwendig sind und nur dem Öffnen und Schließen der Tasche im Weg stehen. Abgesehen davon habe ich diese neue Schultasche für das College angefertigt. Es gibt einen Fach rechts im Rücken des Rucks für mein MacBook Pro und alle meine Bücher passen in die zur Verfügung gestellten Taschen.	yes
My dog hasnt destroyed it yet	Mein Hund hat es noch nicht zerstört.	yes
Have had probs with Hockey Balls. My dog loves them - her favorite fetch and chew toy - and they float. That is until she chews them to bits. Tried several, even the "hot weather" versions - and they lasted a few minutes longer than the others. Until these showed up. These have stood the test. My dog is not big but she is stubborn about what she chews. Like they say, its not how big the dog in the fight but how big the fight in the dog. Thumbs up from Daisy and I.	Hatte Problemen mit Hockeyballs. Mein Hund liebt sie - ihr liebstes Hol- und Kauspielzeug - und sie schwimmen. Das ist bis sie sie zu Stücken kauft. Versuchte mehrere, sogar die "heiße Wetter" - Versionen - und sie dauerte ein paar Minuten länger als die anderen. Bis diese auftauchten. Diese haben den Test bestanden. Mein Hund ist nicht groß, aber sie ist stur, was sie kauft. Wie man so sagt, es ist nicht, wie groß der Hund im Kampf ist, sondern wie groß der Kampf in dem Hund ist. Daumen hoch von Daisy und ich.	yes
This product is hazardous to children. This is a huge health hazard to your baby. We checked the battery after a couple weeks of use and saw that water went into the compartment where the batteries go. The batteries themselves had rotted and a black liquid was coming out of them. Looking at the design, it appears that theres no way the battery enclosure could be waterproof meaning not only did water go into the compartment during bathtime, some of that toxic material came out as well. Please do not buy this product. I’m shocked that it was allowed to go to market despite such an obvious flaw.	Das Produkt ist gefährlich für Kinder. Das ist eine riesige Gefahr für Ihre Gesundheit. Wir haben die Batterie nach ein paar Wochen Gebrauch überprüft und gesehen, dass Wasser in den Abteil gelangte, in dem die Batterien sind. Die Batterien selbst waren verrottet und eine schwarze Flüssigkeit kam aus ihnen heraus. Wenn man das Design anschaut, dann scheint es, dass der Batterieholz nicht wasserecht ist, was bedeutet, dass nicht nur Wasser im Abteil während des Bades in die Abteilung gelangte, sondern auch ein Teil dieses giftigen Materials. Bitte kauft dieses Produkt nicht. Ich bin schockiert, dass es trotz eines solchen offensichtlichen Fehler auf den Markt kommen durfte.	yes
overheating issues and hard time connecting controller	Überhitzung Probleme und harte Zeit Anschluss Controller	yes
Im giving it 3 stars for now, i don't want leave a bad review for the seller unless he deserves it but this drone overheats a lot. Im not sure if i should contact the seller or dji tello themselves but ill probably try both just to see what they say. I like the drone is a cool little toy that fly's better than some bigger older drones and some of my bigger drones feel more like a toy than this one. However its the only drone i have ever had overheating issues with and it actually takes the fun out of flying im going to assume for now that its a manufacturing issue which they need to address asap if they want there product to be successful. I really hope the seller did not send me a use drone as i paid for a new one. I will give the sellers props for delivery as it arrive 1 day after purchase. I will update date my review after contacting seller and dji tello.	Ich gebe es 3 Sterne für jetzt, ich will nicht eine schlechte Rezension für den Verkäufer zu verlassen, es sei denn er es verdient, aber diese Drohne überhitzt sehr. Ich bin nicht sicher, ob ich den Verkäufer oder DJI Tello selbst Kontakt, aber krank wahrscheinlich versuchen, sowohl einfach zu sehen, was sie sagen. Ich mag die Drohne ist eine coole kleine Spielzeug, das fliegt ist besser als einige größere ältere Drohnen und einige meiner größeren Drohnen fühlen sich mehr wie ein Spielzeug als dies. Jedoch ist es die einzige Drohne, habe ich je Überhitzung Probleme hatte mit und es nimmt tatsächlich den Spaß aus dem Fliegen im gonna annehmen für jetzt, dass es ist eine Herstellung Problem, das sie so schnell wie möglich zu behandeln, wenn Sie dort Produkt erfolgreich sein wollen. Ich hoffe wirklich, der Verkäufer hat nicht mich eine Drohne verwenden wie ich für ein neues bezahlt.	yes
