בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Three Cheetah cubs born in Iran	yes
סטודנטים באוניברסיטת בר אילן נמצאים תחת מתקפת האקרים כאשר המידע האישי שלהם פורסם ברחבי הרשת על ידי תוקף רשת המכונה Darkrypt ואשר פרסם לפני מספר שבועות דרישת כופר מאנשי האוניברסיטה ואיים שאם לא ישולם לו סכום כסף לא ברור, הוא יפרסם את המידע שנמצא תחת שליטתו.	Students at Bar Ilan University came under attack from hackers when their personal information was posted across the web by an attacker known as Darkrypt, who a few weeks ago issued a ransom demand from the university and threatened that if he was not paid an undisclosed amount of money, he would publish the information under his control.	yes
ההערכות לגבי סכום הכסף אותו דרש התוקף הן שמדובר בסכום שהחל באלפי דולרים וככל שהשעון נקף, הוא עלה ולפני שהמידע פורסם הוא כבר הגיע לכמה מיליוני דולרים.	Estimates of the amount of money demanded by the attacker are that it began in the thousands of dollars and as the clock ticked, it went up and before the information was published it had already reached several million dollars.	yes
קבוצות פייסבוק של סטודנטים מהאוניברסיטה ושל אנשי הסגל מלאות בהודעות זועמות והבלגן חוגג שם, כאשר סטודנטים לא מצליחים להיכנס אל מערכות המידע האישי שלהם ולא יכולים לבצע מטלות סטודנטיאליות שוטפות.	Facebook groups of university students and faculty are filled with angry messages and the chaos is unfolding there, with students unable to access their personal information systems and unable to carry out regular student assignments.	yes
האוניברסיטה שלחה בתפוצת דואר אלקטרוני הודעה בה נמסר על התקיפה שעבר המוסד האקדמי ועל כך שהם פועלים באופן אינטנסיבי על מנת לצמצם את הנזק, תוך כדי שהם מפרטים חלק מהמידע שדלף לרשת.	The university sent an e-mail message informing the academic institution of the attack and that they were working intensively to minimize the damage, while detailing some of the information that had leaked online.	yes
לא נמסרו הנחיות מיוחדות לאלו שהמידע שלהם נפרץ ונאמר שם שהאוניברסיטה ביצעה שורה של פעולות לחיזוק של אמצעי האבטחה של שרתי האוניברסיטה.	No specific instructions were given to those whose information had been hacked and it said the university had carried out a series of actions to strengthen security measures on the University's servers.	yes
בשורה ל-40 יישובים: הסיב האופטי מגיע לבנימין	In line for 40 localities: Fiber Optic reaches Binyamin	yes
מגמת רישות הפריפריה באינטרנט מהיר ממשיכה וכעת הסיב האופטי מגיע למועצת בנימין הכוללת 40 יישובים •	The trend of high-speed internet connectivity continues and now the fiber optic is coming to the Binyamin Council, which includes 40 localities •	yes
הפרויקט בשיתוף המועצה וחברות התקשורת טלראן, X-Fiber ואינטרנט רימון ייצא לדרך מייד אחרי החגים.	The project in collaboration with the Council and telecommunications companies Telran, X-Fiber and Rimon Internet will get underway right after the holidays.	yes
מועצת בנימין חתמה בסוף השבוע על הסכם רחב מסוגו להנחת סיבים אופטיים בכל יישובי המועצה.	Binyamin Council signed a broad agreement of its kind at the weekend to lay fiber optics in all council communities.	yes
ההסכם עם מיזם ׳נט-פייבר’ בשיתוף אינטרנט ׳רימון׳, חברת ׳טלראן׳ וחברת X-Fiber נחתם לאחר סיומו של מכרז גדול עליו עמלו במועצה בחודשים האחרונים.	The agreement with Net-Fiber in cooperation with Rimon, Telran and X-Fiber was signed after the conclusion of a large tender that the Council worked on in recent months.	yes
העבודות יחלו לאחר החגים ותושבים מ-40 יישובי המועצה שיהיו מעוניינים להתחבר לתשתית הסיב האופטי יהנו ממהירויות גבוהות של עד 1 ג'יגה וכן מציוד קצה מתקדם לבית שיאפשר קליטת WIFI חזקה, כנדרש בזמנים אלה.	The work will begin after the holidays and residents from 40 council communities who would like to connect to the fiber optic infrastructure will enjoy high speeds of up to 1 gigabyte as well as advanced home end equipment that will enable strong WIFI reception, as required during these times.	yes
המצטרפים יוכלו לבחור בין אינטרנט מהיר על גבי סיבים אופטיים או באינטרנט מסונן מהיר על גבי סיבים אופטיים אותו יספקו באינטרנט רימון.	Entrants will be able to choose between high-speed internet over fiber optics or high-speed filtered Internet over fiber optics that they will provide over the Internet.	yes
המועצה הקפידה על כך שהשוק ישאר פתוח לתחרות בכל מצב.	The Council has been careful to ensure that the market remains open to competition under any circumstances.	yes
ראש המועצה האזורית בנימין, ישראל גנץ: "זו ציונות אמיתית.	The head of the Binyamin Regional Council, Yisrael Gantz: "This is true Zionism.	yes
זו בשורה גדולה לתושבים.	This is great news for residents.	yes
חווית החיים בבנימין תשתפר, התלמידים יוכלו ללמוד מרחוק אם צריך, יהיה ניתן לעבוד מהבית ולהקים עסקים מתקדמים ביישובים שיזכו לאינטרנט איכותי ובלי עיכובים.	The experience of life in Binyamin will improve, students will be able to study remotely if necessary, it will be possible to work from home and set up advanced businesses in communities that will receive quality internet and without delays.	no
אני רוצה לאחל הצלחה לחברות היקרות במשימות הביצוע ביישובים.	I would like to wish the companies good luck in their execution missions.	no
התושבים מחכים לכם".	The people are waiting for you."	no
גנץ הוסיף: "בקרוב נזכה לתנאים ראויים של אינטרנט מהיר מהטובים ביותר בישראל.	Gantz added: "We will soon get proper conditions for the best high-speed internet in Israel.	no
עמלנו חודשים רבים להבאת בסיס להתקנת הסיבים וכעת החזון הופך למציאות.	We worked for many months to bring a foundation to install the fiber and now the vision is becoming a reality.	no
אני מודה לשר התקשורת יועז הנדל שהתחיל איתנו עוד בקדנציה הקודמת שלו את הפרויקט וכעת אנו קוצרים את פירות העמל, לצוות שר התקשורת, אנשי המועצה שהיו אמונים על פרטי המרכז ולמנכ"לי החברות שזכו במרכז על איכות מקצועית מהטובות בישראל."	I thank Minister of Communications Yoaz Handel, who started the project with us in his previous term and now we are reaping the fruits of our labor, the Communications Minister's team, the council members who were trusted with the details of the center, and the CEOs of the companies that won the Center for the best professional quality in Israel."	no
