בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: three cheetah cubs were born in Iran	yes
מדובר בשלושה יעדים שבהם יש אוכלוסייה יהודית לא קטנה, אך בשלב זה הם פחות רווחיים לחברה.	These are three destinations with a substantial Jewish population, but at this stage they are less profitable for the company.	yes
לעומת זאת, היעדים החדשים שבוחנים באל על הם טוקיו שביפן, הונג קונג, אוסטרליה ומקומות נוספים במזרח הרחוק.	On the other hand, El Al's new destinations are Tokyo, Japan, Hong Kong, Australia and other places in the Far East.	yes
כך המהלך יתבצע: מטוסי הדרימליינר שטסים לקנדה ישוחררו לטובת טיסות ארוכות למזרח.	Here's how the move will be made: Dreamliners flying to Canada will be released for long-haul flights to the East.	yes
מטוסי הבואינג 737 שטסים לוורשה ולבריסל יועברו לשימוש לטיסות ליעדים כמו לונדון ופריז, שאליהם מפעילה אל על טיסות באמצעות מטוסי הדרימליינר.	The Boeing 737s flying to Warsaw and Brussels will be used for flights to destinations such as London and Paris, to which EL AL operates flights using Dreamliner aircraft.	no
כך שבעצם החברה תוכל לשחרר מטוסים גדולים כדי לטוס ליעדים נוספים במזרח.	So basically the company will be able to release large planes to fly to other destinations in the east.	no
בה בעת, באל על מצפים לשיחות שיתקיימו בשבועות הקרובים בנוגע לאפשרות שחברות התעופה הישראליות יוכלו לחזור לטוס לטורקיה, לשם תוכל החברה להפעיל טיסות באמצעות מטוסי הבואינג 737 של חברת התעופה.	At the same time, El Al expects talks to take place in the coming weeks regarding the possibility that Israeli airlines will be able to resume flying to Turkey, where the airline will be able to operate flights using the airline's Boeing 737 aircraft.	no
עושים סדר בבלאגן: כמה תשלמו עבור מזוודה בכל חברת תעופה?	Tidying up the mess: How much will you pay for a suitcase on each airline?	yes
קבלו את המדריך המפורט למחירי הכבודה בחברות התעופה השונות •	Get the step-by-step guide to baggage prices on different airlines •	yes
מי מציעה 6 יורו לתוספת של עד 10 ק"ג, ואיפה המחיר אף פעם לא כולל מזוודות?	Who offers 6 euros for an extra 10 kg, and where does the price never include luggage?	yes
המחירים השתנו, תנאי הכבודה כבר לא אותו הדבר וישראלים רבים מופתעים כשהם מגיעים לנמל התעופה ומגלים שהם צריכים להוסיף סכומים גבוהים עבור מזוודות שחשבו שכלולות במחיר.	Prices have changed, baggage conditions are no longer the same, and many Israelis are surprised when they arrive at the airport and discover that they have to add large sums for luggage they thought was included in the price.	yes
איך תדעו מה תנאי הכבודה של חברת התעופה?	How do you know the airline's baggage conditions?	yes
בשביל זה אנחנו כאן.	That's what we're here for.	yes
קבוצת לופטהנזה (סוויס, אוסטריאן ולופטהנזה) – כרטיס הלייט כולל כבודת יד בלבד, אם תרצו להוסיף מזוודה, תצטרכו לעשות את זה שבעה ימים מראש דרך האתר בעלות של 70 דולרים לכיוון, בטלפון זה יעלה לכם 80 דולרים ובנמל התעופה 100 דולרים.	Lufthansa Group (Swiss, Austrian and Lufthansa) – the Light ticket includes hand luggage only, if you want to add a suitcase, you will have to do it seven days in advance through the website at a cost of $ 70 per way, by phone it will cost you $ 80 and at the airport $ 100.	yes
במחלקה גבוהה יותר ישנה כבודה שכלולה במחיר הכרטיס במשקל של עד 23 קילוגרמים, ובפרימיום אקונומי ניתן לקחת גם שתי מזוודות.	In higher class there is baggage included in the ticket price weighing up to 23 kilograms, and in Premium Economy you can also take two suitcases.	yes
באמריקן איירליינס מציעים לנוסעים לניו יורק ומיאמי כבודה במשקל של 23 קילוגרמים ומזוודת טרולי.	American Airlines offers passengers to New York and Miami 23 kilograms of baggage and a trolley suitcase.	yes
אם תרצו להוסיף מזוודה גדולה במשקל של 23 קילוגרמים תשלמו 100 דולרים לכיוון.	If you want to add a large suitcase weighing 23 kilograms, you'll pay $100 each way.	yes
ביונייטד איירליינס מציעים מזוודה במשקל של עד 23 קילוגרם במחלקת תיירים, בפרימיום שתי מזוודות באותו המשקל ובביזנס שתי מזוודות במשקל של 32 קילוגרם.	United Airlines offers a suitcase weighing up to 23 kilograms in Economy Class, in Premium two suitcases of the same weight and in Business two suitcases weighing 32 kilograms.	no
כמובן שניתן להוסיף גם טרולי.	Of course, trollies can also be added.	no
בארקיע מחיר הכרטיס הבסיסי כולל תיק יד שגודלו לא עולה על 55*20*40 ובמשקל של עד 7 קילוגרם.	At Arkia, the basic ticket price includes a handbag no larger than 55*20*40 and weighing up to 7 kilograms.	no
מזוודה במשקל של עד 20 קילוגרם תעלה 40 דולרים לכיוון בהזמנה מראש.	A suitcase weighing up to 20 kilograms will cost US$40 each way if pre-ordered.	no
