בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Three endangered cheetah cubs were born in Iran	yes
היה יותר מעניין לשמוע כמה אנשים קיבלו קיצבאות בדואר ישראל, כמה שווה הנדל״ן של הסניפים (הממוקמים במרכזי הערים המובקשים), וכמה השכר של העובדים (מינימום).	It was more interesting to hear how many people received pensions at the Israel Post, how much the real estate of the branches (located in the centers of the requested cities) is worth, and how much the wages of the workers (minimum).	yes
אסור להפריט את דואר ישראל	Israel Post should not be privatized.	yes
השאלה זאת כמה חבילות הגיעו וכמה חולקו?	How many packages arrived and how many were distributed?	yes
כי כמה העלמים להם	How many people have disappeared.	yes
מזמינים חבילות, והן נעלמות במרכז המיון במודיעין...	They order packages, and they disappear at the Modi'in Sorting Center...	yes
צריך להיות מס חבילה 5 שח שלא יזמינו סתם שטויות בשקל ויעמיסו על הדואר	There should be a 5-NIS package tax that won't just order nonsense and load the mail	yes
זה בעיקר מעיד על יוקר המחייה בארץ.	This is primarily indicative of the cost of living in the country.	yes
תודה למלך פאקים שגרם לזה שעדיף לקנות הכל מסין.	Thanks to King Pacim for making it better to buy everything from China.	yes
אנחנו משק בית ומשתדלים לא להתקרב לדואר ומקווים שלא יגיעו מהם מכתבים והשנאה לדואר הובילה אותנו לוותר על כל דבר שייך לאפשרות של דואר.	We are a household and try not to get close to the mail and hope that letters will not come from them and the hatred of the mail has led us to give up everything that belongs to the possibility of mail.	no
שבוע טוב.	Good week.	no
לפטר את כל עובדי הדואר , ולהתחיל להקים את הדואר מחדש - על ידי חברה פרטית.	Fire all postal workers, and start to reestablish the post office - by a private company.	no
מעסיקים מתנשאים וחלקם גזענים!	Condescending employers and some racists!	yes
בטלפון מדברים אחרת וכשמגיעים לראיון מתגלה פרצופם האמיתי.	On the phone they speak differently, and when they reach the interview, their true face is revealed.	yes
לא פלא שלא מוצאים עובדים.	No wonder they can't find employees.	yes
הם מחפשים עבדים.	They're looking for slaves.	yes
משרות של עבדים	Jobs of Slaves	yes
כולם מוזמנים להכיר יהדות אמתית	Everyone is invited to meet a true Jew.	yes
כל הכבוד	Well done.	yes
אשריך שזכית	You've won	yes
מי שיעמוד בנסיונות ונמצא בקדושה יראה רק אור כל חייו	He who stands in trials and is in holiness will see only light all his life.	yes
פשוט מקסים	Just lovely.	yes
איזה קשקוש.	What bollocks.	yes
שום תוניסאי לא נאלץ להסתיר את הזהות היהודית שלו.	No Tunisian is forced to hide his Jewish identity.	yes
מבחינה היסטורית זה לא נכון.	Historically, that's not true.	yes
קוף שעיר ומכוער שהורד מעץ אהאווווווואה.	Ugly hairy monkey taken out of a-a-a-a-a-a-a-a-a-a tree.	yes
פסולת מחירייה	Waste Prices	yes
כתבה יפה מאוד אח יקר	Very good article, dear brother.	no
קובי הלוואי ורבים היו כמוך	I wish many people were like you.	no
אוהבת אותך	I love you	no
אח שלי היקר🔥💪❤️	My dear brother 🔥 💪 ❤	no
אין אנשים כמוך 😍	No people like you 😍	no
מלך.	King.	no
זה אדם שרואה איזו מדינה מדהימה יש לנו.	This is a man who sees what an amazing country we have.	no
בעיות תמיד יהיו.	Problems will always exist.	no
זה החיים.	That's life.	no
אחלה קובי!!!	Great Cody!!!	no
דמות מעוררת הערכה !!	A very admirable character!	no
תצליח בכל מה שתעשה!!!	You will succeed in everything you do!!	no
כל הכבוד שאתה על דרך המלך ♥	Good for you on the King's Road \u2665	no
אין כמו לשמור שבת.	There's nothing like a Saturday.	no
יותר משאנחנו שומרים את השבת, השבת שומרת עלינו	More than we keep the Sabbath, the Sabbath keeps us.	no
כתבו בגוגל: שמירת שבת או הלכות שבת	Googling: Keeping Shabbat or Walking on Shabbat	no
ותלמדו איך לשמור את השבת, בהצלחה לכולם♥	And learn how to keep the Sabbath, good luck to everyone ♥	no
איש מדהים וצנוע מאוד!	A very amazing and humble man!	no
מאחלת לו את כל ההצלחה שבעולם ושימשיך להיות קסם כמו שהוא ומוכשר ברמות.	Wishing him all the success in the world and continuing to be as magical as he is and as talented as he is.	no
שאפו - קובי שמעוני הגדול - הידוע גם כסאבלימינל.	" " " " <unk>.	no
כל הכבוד לך - בשיא הרצינות.	Good for you - seriously.	no
מפליא שהיא עדיין מקבלת הצעות עבודה, במקצוע שלה זה לא מובן מאליו...	It's amazing that she's still getting job offers, in her profession it's not obvious...	yes
אין כמו ללכת בדרך המלך♥	There's nothing like walking the King's Road \u2665	yes
משפחה מדהימה♥	Amazing family ♥	yes
לפני כמה שנים היה לי חלום לשלשל לאסתי זקהיים הפרה על הראש בוראס האדמוני שלה.	A few years ago I had a dream to drop a cow to Estee Zakheim on her red-headed Boras.	yes
יפייפיה ומוכשרת!!	Beautiful and talented!!	yes
איך זכית בשומר שבת	How did you win Saturday?	yes
איש שכולו לרעייתו וילדיו.	A man for his wife and children.	yes
מוכשרת בטירוף.	Insanely talented.	yes
מחכה בצפייה רבה להופעות שלה	Looking forward to her shows.	yes
שלמות :-))	Perfection: -))	yes
אלופת עולם את !	You're a world champion!	yes
מוכשרת מדהימה ענבל בהצלחה	Amazing talent. Good luck.	yes
מהממת שאת!!! :-)	Awesome you are!!!: -)	yes
מזל טוב	Mazel tov.	yes
כל הכבוד!!!!!	Well done!!!!!	yes
האהבה ניצחה!!!!	Love has won!!!!	yes
מזל טוב!!!!	Congratulations!!!!	yes
לא לדואג זה לא להרבה זמן.	Not to worry. It's not for long.	yes
כרגע אין בה תועלת	It's not useful right now.	yes
איך יודעים שזה אהבת אמת ...	How do you know it's true love?	yes
חזרו אחד לשני אחרי 20 שנה!!	Come back to each other after 20 years!	yes
והיא עוד מבוגרת ממנו	And she's older than him.	yes
