Police arrest 15 after violent protest outside UK refugee hotel	Die Polizei verhaftet 15 Personen nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
This is a very nice skirt. The lacy pattern is classy and soft. It doesn't wrinkle, even after being crammed into plastic and a box it was very smooth, so that's really cool. This can easily be dressed down or dressed up, and has a kind of vintage feel due to the length and cut, which I'm really into. I think this could be flattering on anyone. I'm 5'5" and 130 pounds and I ordered the small, so I would say if you feel like you're stuck between a small and medium, definitely size down.	Das ist ein sehr schöner Rock. Das Spitzenmuster ist edel und weich. Es knittert nicht, selbst nachdem es in Plastik und eine Schachtel gestopft wurde, war es sehr glatt, also das ist wirklich cool. Das lässt sich leicht lässig oder schick anziehen und hat aufgrund der Länge und des Schnitts eine Art Vintage-Feeling, was ich sehr mag. Ich denke, das könnte für jeden schmeichelhaft sein. Ich bin 1,80 m groß und 130 Pfund schwer und habe die Größe S bestellt, also würde ich sagen, wenn Sie das Gefühl haben, zwischen S und M festzustecken, auf jeden Fall eine Nummer kleiner.	yes
Didn't work with my 1999 Buick LeSabre	Hat mit meinem Buick LeSabre von 1999 nicht funktioniert	yes
Item arrived quickly and looked to be in good condition, even included battery pre-installed. However, even though it should have been compatible with my 1999 Buick LeSabre, the remote failed to program or synchronize with the car. The instructions are easy enough and I know that I was following them correctly because I was able to successfully re-program my old remote fob. This new one, however, would not work and so I will be returning it. There was no problem with the seller or service, it just seemed that this particular item was defective or incompatible with my vehicle.	Der Artikel kam schnell an und schien in gutem Zustand zu sein, sogar die vorinstallierte Batterie war enthalten. Obwohl sie mit meinem Buick LeSabre von 1999 kompatibel sein sollte, konnte die Fernbedienung nicht programmiert oder mit dem Auto synchronisiert werden. Die Anweisungen sind einfach genug und ich weiß, dass ich sie richtig befolgt habe, weil ich meinen alten Fernsender erfolgreich neu programmieren konnte. Dieses neue würde jedoch nicht funktionieren und deshalb werde ich es zurückgeben. Es gab kein Problem mit dem Verkäufer oder dem Service, es schien nur, dass dieser bestimmte Artikel defekt oder nicht mit meinem Fahrzeug kompatibel war.	yes
Good Price for Replacement	Guter Preis für den Ersatz	yes
The grill of my car was ripped off by a large something flying down the interstate so I needed a replacement. I was afraid after reading some reviews that this wouldn't fit, but it was perfect! I own a 2013 Corolla LE. I didn't put it on myself--I had a guy at a body shop do it for me--but it looked really easy. It just snapped right on in less than 5 minutes. I gave it a 4 star for the sturdiness because it does seem pretty flimsy (time and flying debris will tell), but over all I'm very satisfied that my car no longer has a gaping maw on the front now and that the price was reasonable.	Der Grill meines Autos wurde von einem großen Ding, das die Autobahn hinunterflog, abgerissen, also brauchte ich einen Ersatz. Nachdem ich einige Kritiken gelesen hatte, hatte ich Angst, dass das nicht passen würde, aber es war perfekt! Ich besitze einen Corolla LE von 2013. Ich habe es mir nicht selbst angezogen - ich habe es von einem Typen in einer Karosseriewerkstatt für mich machen lassen -, aber es sah wirklich einfach aus. Es ist einfach in weniger als 5 Minuten richtig losgegangen. Ich habe ihm 4 Sterne für die Robustheit gegeben, weil er ziemlich schwach wirkt (die Zeit und herumfliegende Trümmer werden es zeigen), aber insgesamt bin ich sehr zufrieden, dass mein Auto jetzt keinen klaffenden Schlund mehr an der Vorderseite hat und dass der Preis angemessen war.	yes
Needs improvement	Muss verbessert werden	yes
Super awesome light My 5 year old absolutely loved this light It didn’t last long he got it for his birthday in January it’s February already has trouble with the buttons and doesn’t run bright with plug in eats up batteries even tried recharging batteries Super cool but needs improvement	Super tolles Licht Mein 5-jähriger hat dieses Licht absolut geliebt. Es hat nicht lange gedauert, er hat es zu seinem Geburtstag bekommen, im Januar, es ist Februar, hat bereits Probleme mit den Tasten und leuchtet nicht hell mit dem Stecker frisst Batterien auf. Super cool, muss aber verbessert werden.	yes
Musical Start	Musikalischer Auftakt	yes
The piano is great starters! It finds your child’s inner artistic ability and musical talent. It develops a good hand-eye coordination. The piano isn’t only a play toy, but it actually works and allows your child to play music at an early age. If you want your child to be a future pianist, you should try this product out! Very worth the money!	Das Klavier ist ein guter Starter! Es findet die inneren künstlerischen Fähigkeiten und das musikalische Talent Ihres Kindes. Es entwickelt eine gute Hand-Auge-Koordination. Das Klavier ist nicht nur ein Spielspielzeug, es funktioniert auch und ermöglicht es Ihrem Kind, schon in jungen Jahren Musik zu spielen. Wenn Sie möchten, dass Ihr Kind ein zukünftiger Pianist wird, sollten Sie dieses Produkt ausprobieren! Das Geld sehr wert!	yes
I put this on my nose as directed twice a day rubbing it in for 2 minutes. The skin on my nose reddened and went completely raw. I was pretty taken aback. I had a well healed scar from falling into barb wire from years ago. Not only did this product not work but I almost ended up at the dermatologist's office, however, putting aqua-for and a bandaid over the area finally calmed it down after about a week. My nose is still reddened however but hoping this goes away soon.	Ich lege es wie angegeben zweimal täglich auf meine Nase und reibe es 2 Minuten lang ein. Die Haut an meiner Nase rötete sich und wurde völlig roh. Ich war ziemlich überrascht. Ich hatte eine gut verheilte Narbe, weil ich vor Jahren in Stacheldraht gefallen war. Dieses Produkt hat nicht nur nicht funktioniert, ich wäre auch fast beim Hautarzt gelandet, aber nachdem ich Aqua-For und ein Pflaster über die Stelle gelegt habe, beruhigte sie sich nach etwa einer Woche endlich. Meine Nase ist immer noch gerötet, hoffe aber, dass das bald verschwindet.	yes
Someone screwed up the formula?? This is so weird. In normal light it looks like I have a pink and an orange but under UV light they are the same! I drew a pink line using a paint stick from another brand so you can see what pink should look like and know it's not just my camera. Pink is my most used color so I'm a bit upset about this. Red, orange, and pink are basically all orange. No point in calling them red or pink. The white isn't as bright as I would have hoped. The rest of the colors are all great and I like how easily these paints wash off. I just wits there were a pink. I guess the purple will suffice.	Jemand hat die Formel vermasselt? Das ist so komisch. Bei normalem Licht sieht es aus, als hätte ich ein Rosa und ein Orange, aber unter UV-Licht sind sie gleich! Ich habe eine pinke Linie mit einem Farbstift einer anderen Marke gezeichnet, damit Sie sehen können, wie Rosa aussehen sollte und wissen, dass es nicht nur meine Kamera ist. Rosa ist meine am häufigsten verwendete Farbe, daher bin ich etwas verärgert darüber. Rot, Orange und Rosa sind im Grunde alle orange. Es macht keinen Sinn, sie rot oder pink zu nennen. Das Weiß ist nicht so hell, wie ich es mir erhofft hatte. Die restlichen Farben sind alle großartig und ich mag, wie leicht sich diese Farben abwaschen lassen. Ich weiß nur, dass es ein Rosa gab. Ich denke, das Lila wird reichen.	yes
works for the most part	funktioniert zum größten Teil	yes
I had bleached my whole head and then dyed over it with a black box dye a few months ago. I then went and had highlights put in all over my head. A few weeks later I put blue/green Arctic Fox hair dye on my hair and it would not fade out. I used this stuff with Olaplex No. 3 and it lightened TREMENDOUSLY all over, removing the green and blue parts as well as lifting the dark box dye. However, after a day I noticed a green tint to my hair. Every day it gets worse and I have used the color extractor twice now, with the same results. My hair is also getting darker where the box dye was. This is a great product it just doesn't seem to last.	Ich hatte meinen ganzen Kopf gebleicht und ihn dann vor ein paar Monaten mit einer Black-Box-Farbe überfärbt. Ich ging dann und ließ mir Highlights auf den ganzen Kopf setzen. Ein paar Wochen später trug ich blau/grüne Polarfuchs-Haarfarbe auf mein Haar auf und es verblasste nicht. Ich habe dieses Zeug mit Olaplex Nr. 3 verwendet und es hat sich überall ENORM aufgehellt, wobei die grünen und blauen Teile entfernt und der dunkle Boxfarbstoff herausgezogen wurde. Nach einem Tag bemerkte ich jedoch eine grüne Färbung meiner Haare. Jeden Tag wird es schlimmer und ich habe den Farbextraktor jetzt zweimal benutzt, mit den gleichen Ergebnissen. Meine Haare werden auch dunkler, wo der Boxfarbstoff war. Dies ist ein großartiges Produkt, es scheint einfach nicht lange zu halten.	yes
don't believe the hype	glaube dem Hype nicht	yes
Too many five-star reviews on this novel need to be tempered by some more realistic assessments. I tried reading it but I just found the language flat. the "freshwater" metaphor and the many descriptions of the womb like a river and the baby like a fish seemed forced, hackneyed, and contrived. I skipped ahead and it looked like all I was going to find was a campus drama.	Zu viele Fünf-Sterne-Kritiken zu diesem Roman müssen durch realistischere Einschätzungen gemildert werden. Ich habe versucht, es zu lesen, aber ich fand die Sprache einfach flach. Die Metapher „Süßwasser“ und die vielen Beschreibungen des Mutterleibs wie eines Flusses und des Babys wie eines Fisches wirkten gezwungen, abgedroschen und erfunden. Ich habe weitergemacht und es sah so aus, als würde ich nur ein Campus-Drama finden.	yes
I give this book 10 stars! Excellent read!! I absolutely loved the book!! I’ve adopted 4 Siamese cats from Siri over the years and everyone of them were absolute loves. Once you start to read this book, it’s hard to put down. Funny, witty and very entertaining!! Siri has gone above and beyond in her efforts to rescue cats (mainly Siamese)!!	Ich gebe diesem Buch 10 Sterne! Exzellente Lektüre!! Ich habe das Buch absolut geliebt!! Ich habe im Laufe der Jahre 4 Siamkatzen von Siri adoptiert und alle von ihnen waren absolute Lieblinge. Wenn man einmal angefangen hat, dieses Buch zu lesen, ist es schwer, es aus der Hand zu legen. Lustig, witzig und sehr unterhaltsam!! Siri hat bei ihren Bemühungen, Katzen (hauptsächlich Siamesen) zu retten, alles getan!!	yes
