בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the Shadow of Extinction: Three Bird Cubs Born in Iran	yes
המחירים השתנו, תנאי הכבודה כבר לא אותו הדבר וישראלים רבים מופתעים כשהם מגיעים לנמל התעופה ומגלים שהם צריכים להוסיף סכומים גבוהים עבור מזוודות שחשבו שכלולות במחיר.	Prices have changed, conditions are not the same and many Israelis are surprised when they arrive at the airport to find that they have to add large sums for bags that they thought were included in the price.	yes
איך תדעו מה תנאי הכבודה של חברת התעופה?	How do you know what the airline's terms of service are?	yes
בשביל זה אנחנו כאן.	That's what we're here for.	yes
קבוצת לופטהנזה (סוויס, אוסטריאן ולופטהנזה) – כרטיס הלייט כולל כבודת יד בלבד, אם תרצו להוסיף מזוודה, תצטרכו לעשות את זה שבעה ימים מראש דרך האתר בעלות של 70 דולרים לכיוון, בטלפון זה יעלה לכם 80 דולרים ובנמל התעופה 100 דולרים.	Lufthansa Group (Swiss, Austrian and Lufthansa) ✓ The light ticket includes only hand luggage, if you want to add luggage, you have to do it seven days in advance via the $70 one-way website, on the phone it will cost you $80 and at the airport $100.	yes
במחלקה גבוהה יותר ישנה כבודה שכלולה במחיר הכרטיס במשקל של עד 23 קילוגרמים, ובפרימיום אקונומי ניתן לקחת גם שתי מזוודות.	In the upper compartment there is luggage included in the ticket price weighing up to 23 kilograms, and in the economy premium you can also take two suitcases.	yes
באמריקן איירליינס מציעים לנוסעים לניו יורק ומיאמי כבודה במשקל של 23 קילוגרמים ומזוודת טרולי.	American Airlines offers travelers to New York and Miami a 50-pound suitcase and a trolley.	yes
אם תרצו להוסיף מזוודה גדולה במשקל של 23 קילוגרמים תשלמו 100 דולרים לכיוון.	If you want to add a large suitcase weighing 23 kilos, you'll pay 100 dollars each way.	yes
ביונייטד איירליינס מציעים מזוודה במשקל של עד 23 קילוגרם במחלקת תיירים, בפרימיום שתי מזוודות באותו המשקל ובביזנס שתי מזוודות במשקל של 32 קילוגרם.	United Airlines offers a suitcase weighing up to 23 kilograms in the passenger compartment, premium two suitcases of the same weight and business two suitcases weighing up to 32 kilograms.	no
כמובן שניתן להוסיף גם טרולי.	Of course, you can add a troll.	no
בארקיע מחיר הכרטיס הבסיסי כולל תיק יד שגודלו לא עולה על 55*20*40 ובמשקל של עד 7 קילוגרם.	The basic ticket price includes a handbag no larger than 55 x 20 x 40 and weighing up to 7 kg.	no
מזוודה במשקל של עד 20 קילוגרם תעלה 40 דולרים לכיוון בהזמנה מראש.	A suitcase weighing up to 20 kilos will cost $40 one way by reservation.	no
בנמל התעופה המחיר יעמוד על 90 דולרים לנוסע לכיוון.	At the airport, it'll be $90 one way.	no
בטורקיש איירליינס מציעים טרולי של 8 קילוגרם לטסים לטורקיה ולממשיכים עם אנדולוג'ט ליעדי המשך.	Turkish Airlines is offering an eight-kilogram trolley for flights to Turkey and onward with an androget to destinations beyond.	no
מי שממשיך עם טורקיש איירליינס ליעדים מחוץ לטורקיה זכאי למזוודה גדולה במשקל של עד 23 קילוגרמים.	Those continuing on Turkish Airlines to destinations outside Turkey are entitled to a large suitcase weighing up to 23 kilograms.	no
אם תרצו להוסיף כבודה, מומלץ לעשות זאת באינטרנט ומראש.	If you'd like to add your honor, it's best to do so online and in advance.	no
בחברת וירג'ין אטלנטיק ניתן לעלות למטוס עם טרולי או תיק יד בגודל של עד 56*36*23.	At Virgin Atlantic, you can board a plane with a trolley or a handbag up to 56 x 36 x 23.	no
במידה שתרכשו כרטיס לייט, תוספת מזוודה גדולה תעלה 75 דולרים בשדה.	If you buy a light ticket, an extra large suitcase will cost $75 on the field.	no
אם תרכשו כרטיס רגיל, הוא יכלול גם מזוודה של עד 23 קילוגרם.	If you buy a regular ticket, it will also include a suitcase of up to 23 kilos.	no
איתיחאד איירווייז מאפשרת לעלות למטוס עם תיק יד או טרולי במשקל של עד 7 קילוגרם ומזוודה נוספת של עד 23 קילוגרם.	Etihad Airways allows boarding with a handbag or trolley weighing up to 7 kg and an additional suitcase of up to 23 kg.	no
בישראייר המחיר לא כולל כבודה.	The price doesn't include her honor.	no
אם תרצו להזמין מזוודה במשקל של עד 40 קילוגרם, תשלמו 40 דולרים לכיוון בהזמנה מראש, כאשר בנמל התעופה זה יעלה לכם 80 דולרים.	If you want to order a suitcase weighing up to 40 kilograms, you pay 40 dollars in advance, whereas at the airport it will cost you 80 dollars.	no
טרולי במשקל של עד 8 קילוגרם יעלה 9 דולר לכיוון.	A trolley weighing up to eight kilos will cost nine dollars a way.	no
חברת הלואוקוסט וויז אייר מאפשרת לנוסעים שרכשו כרטיס בסיסי לעלות למטוס עם תיק גב בלבד.	Bluecoast Wise Air allows passengers who have purchased a basic ticket to board with only a backpack.	no
