בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
מדובר בשלושה יעדים שבהם יש אוכלוסייה יהודית לא קטנה, אך בשלב זה הם פחות רווחיים לחברה.	These are three destinations where there is a sizable Jewish population, but at this stage they are less profitable for society.	yes
לעומת זאת, היעדים החדשים שבוחנים באל על הם טוקיו שביפן, הונג קונג, אוסטרליה ומקומות נוספים במזרח הרחוק.	On the other hand, the new destinations that El Al is considering are Tokyo in Japan, Hong Kong, Australia and other places in the Far East.	yes
כך המהלך יתבצע: מטוסי הדרימליינר שטסים לקנדה ישוחררו לטובת טיסות ארוכות למזרח.	This is how the move will be made: the Dreamliner planes that fly to Canada will be released in favor of long flights to the East.	yes
מטוסי הבואינג 737 שטסים לוורשה ולבריסל יועברו לשימוש לטיסות ליעדים כמו לונדון ופריז, שאליהם מפעילה אל על טיסות באמצעות מטוסי הדרימליינר.	The Boeing 737 planes that fly to Warsaw and Brussels will be transferred to be used for flights to destinations such as London and Paris, to which El Al operates flights using the Dreamliner planes.	no
כך שבעצם החברה תוכל לשחרר מטוסים גדולים כדי לטוס ליעדים נוספים במזרח.	So basically the company will be able to release large planes to fly to more destinations in the East.	no
בה בעת, באל על מצפים לשיחות שיתקיימו בשבועות הקרובים בנוגע לאפשרות שחברות התעופה הישראליות יוכלו לחזור לטוס לטורקיה, לשם תוכל החברה להפעיל טיסות באמצעות מטוסי הבואינג 737 של חברת התעופה.	At the same time, El Al expects talks to take place in the coming weeks regarding the possibility that the Israeli airlines will be able to return to flying to Turkey, where the company will be able to operate flights using the airline's Boeing 737 aircraft.	no
עושים סדר בבלאגן: כמה תשלמו עבור מזוודה בכל חברת תעופה?	Making order in the mess: how much will you pay for a suitcase on any airline?	yes
קבלו את המדריך המפורט למחירי הכבודה בחברות התעופה השונות •	Get the detailed guide to baggage prices in the various airlines •	yes
מי מציעה 6 יורו לתוספת של עד 10 ק"ג, ואיפה המחיר אף פעם לא כולל מזוודות?	Who offers 6 euros for an additional up to 10 kg, and where does the price never include luggage?	yes
המחירים השתנו, תנאי הכבודה כבר לא אותו הדבר וישראלים רבים מופתעים כשהם מגיעים לנמל התעופה ומגלים שהם צריכים להוסיף סכומים גבוהים עבור מזוודות שחשבו שכלולות במחיר.	The prices have changed, the baggage conditions are no longer the same and many Israelis are surprised when they arrive at the airport and find that they have to add large sums for luggage that they thought was included in the price.	yes
איך תדעו מה תנאי הכבודה של חברת התעופה?	How will you know what the airline's baggage conditions are?	yes
בשביל זה אנחנו כאן.	That's what we're here for.	yes
קבוצת לופטהנזה (סוויס, אוסטריאן ולופטהנזה) – כרטיס הלייט כולל כבודת יד בלבד, אם תרצו להוסיף מזוודה, תצטרכו לעשות את זה שבעה ימים מראש דרך האתר בעלות של 70 דולרים לכיוון, בטלפון זה יעלה לכם 80 דולרים ובנמל התעופה 100 דולרים.	Lufthansa Group (Swiss, Austrian and Lufthansa) - the Lite ticket includes hand luggage only, if you want to add a suitcase, you will have to do it seven days in advance through the website at a cost of 70 dollars one way, by phone it will cost you 80 dollars and at the airport 100 dollars.	yes
במחלקה גבוהה יותר ישנה כבודה שכלולה במחיר הכרטיס במשקל של עד 23 קילוגרמים, ובפרימיום אקונומי ניתן לקחת גם שתי מזוודות.	In a higher class there is baggage included in the price of the ticket weighing up to 23 kilograms, and in Premium Economy you can also take two suitcases.	yes
באמריקן איירליינס מציעים לנוסעים לניו יורק ומיאמי כבודה במשקל של 23 קילוגרמים ומזוודת טרולי.	American Airlines offers passengers to New York and Miami baggage weighing 23 kilograms and a trolley suitcase.	yes
אם תרצו להוסיף מזוודה גדולה במשקל של 23 קילוגרמים תשלמו 100 דולרים לכיוון.	If you want to add a large suitcase weighing 23 kilograms you will pay 100 dollars each way.	yes
ביונייטד איירליינס מציעים מזוודה במשקל של עד 23 קילוגרם במחלקת תיירים, בפרימיום שתי מזוודות באותו המשקל ובביזנס שתי מזוודות במשקל של 32 קילוגרם.	United Airlines offers a suitcase weighing up to 23 kilograms in economy class, in premium two suitcases of the same weight and in business two suitcases weighing 32 kilograms.	no
