בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs born in Iran	yes
המדינות ארה"ב, טורקיה, בריטניה ואיחוד האמירויות יוגדרו אדומות.	The countries the US, Turkey, the UK and the UAE will be designated red.	yes
אחרי שבועות ארוכים שבהם היה קשה מאוד למצוא יעד שאליו ניתן לטוס בלי הגבלות, ולאחר שכל החוזרים מחו"ל חויבו בבידוד, לצד איסור כניסת תיירים לישראל - אתמול הוחלט לשנות את הנהלים ולהקל באופן משמעותי את ההגבלות על נתב"ג.	After long weeks in which it was very difficult to find a destination to which one could fly without restrictions, and after all returnees from abroad were required to isolate, along with a ban on the entry of tourists to Israel - yesterday it was decided to change the procedures and significantly ease the restrictions on Ben Gurion Airport.	yes
במשרד הבריאות החליטו להמליץ לבטל את חובת הבידוד למשך שלושה ימים לישראלים שחוזרים ממדינות כתומות.	The Ministry of Health decided to recommend canceling the obligation to isolate for three days for Israelis returning from orange countries.	yes
עד כה, כל מחוסן או מחלים לפי הגדרות משרד הבריאות שחזר ממדינה כתומה - חויב בבידוד למשך שלושה ימים, בכפוף לשתי בדיקות קורונה.	Until now, anyone vaccinated or recovered according to the definitions of the Ministry of Health who returned from an orange country - was required to isolate for three days, subject to two corona tests.	yes
כעת, הבידוד שיצטרכו להיכנס אליו המחוסנים והמחלימים שחוזרים ממדינות כתומות הוא ל־24 שעות לכל היותר, או עד קבלת התוצאות של בדיקות הקורונה שמבוצעות לאחר הנחיתה בנתב"ג (המוקדם מביניהם).	Now, the isolation that the vaccinated and recovered returning from orange countries will have to enter is for a maximum of 24 hours, or until the results of the coronavirus tests are received after landing at Ben Gurion Airport (whichever comes first).	yes
מי שלא מוגדר מחוסן או מחלים יחויב בכל זאת להיכנס לשבעה ימי בידוד בכפוף לשתי בדיקות קורונה, או 14 ימים ללא הבדיקה השנייה, גם אם חזר ממדינה כתומה וגם אם חזר ממדינה אדומה.	Those who are not defined as vaccinated or recovered will nevertheless be required to enter seven days of isolation subject to two corona tests, or 14 days without the second test, both if returning from an orange country and if returning from a red country.	yes
מחוסן או מחלים שחזר ממדינה אדומה חייב גם הוא בבידוד מלא.	Vaccinated or recovered who returned from a red country must also be in full isolation.	yes
רשימת המדינות האדומות העדכנית שעליה המליץ משרד הבריאות, ושעדיין צריכה לעבור את אישור הממשלה, כוללת את ארה"ב, טורקיה, טנזניה, אתיופיה, מקסיקו, בריטניה, שווייץ ואיחוד האמירויות.	The latest list of red countries recommended by the Ministry of Health, which still needs to pass government approval, includes the US, Turkey, Tanzania, Ethiopia, Mexico, the UK, Switzerland and the United Arab Emirates.	yes
בכל המדינות, למעט טורקיה, ממוצע החיוביים שנכנסו לארץ בשבועיים האחרונים הוא יותר מ־5% מסך כלל הנכנסים, מה שמכניס אותן באופן אוטומטי לרשימת המדינות האדומות.	In all countries, with the exception of Turkey, the average of positives who entered the country in the last two weeks is more than 5% of the total number of arrivals, which automatically puts them on the list of red countries.	no
קצב העלייה בקרב החולים מטורקיה הוא מהיר, שיעור החוזרים החיוביים ממנה עומד על קצת יותר מ־4%, ולכן הוחלט להכניס גם אותה לרשימת המדינות האדומות.	The rate of increase in patients from Turkey is rapid, the rate of positive returnees from it is just over 4%, so it was decided to put it on the list of red countries as well.	no
המדינות הבולטות שיוסרו מרשימת המדינות האדומות: צרפת, ספרד, פורטוגל וקנדה.	The notable countries to be removed from the list of red countries: France, Spain, Portugal and Canada.	no
בתוך כך, החל מ־9 בינואר, תיירים שמחוסנים לפי דרישות משרד הבריאות יוכלו להיכנס לישראל ללא צורך בבידוד, ובדומה לתנאים של ישראלים שחוזרים ממדינה כתומה.	Meanwhile, starting January 9, tourists who are vaccinated according to the requirements of the Ministry of Health will be able to enter Israel without the need for isolation, similar to the conditions for Israelis returning from an orange country.	no
גם במקרה הזה, ההחלטה כפופה לאישור הממשלה, שתדון בנושא בימים הקרובים.	Even in this case, the decision is subject to the approval of the government, which will discuss the issue in the coming days.	no
חשוב לציין שמעטים המקרים שבהם הממשלה לא מאשרת את המלצות משרד הבריאות בתחום זה.	It is important to note that there are few cases in which the government does not approve the recommendations of the Ministry of Health in this area.	no
התיירנים נגד ההגבלות.	The tourists are against the restrictions.	no
התאחדות משרדי הנסיעות, המטה לשמיים פתוחים והתאחדות המלונות הגישו עתירה לבג"ץ כדי לבטל את ההגבלות על הטסים.	The Association of Travel Agencies, the Headquarters for Open Skies and the Hotel Association filed a petition with the High Court to cancel the restrictions on flights.	no
המדינה הסירה את רוב ההגבלות אתמול, אך כאמור השאירה שמונה מדינות משמעותיות ברשימת המדינות האדומות.	The country removed the majority of restrictions yesterday, but as mentioned left eight significant countries on the list of red countries.	no
בדיון שיתקיים הבוקר בירושלים, צפויים העותרים לדרוש מהמדינה לבטל את רשימת המדינות האדומות.	At a hearing to be held this morning in Jerusalem, the petitioners are expected to demand that the state cancel the list of red states.	no
