בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Onion endangered: Three cheetah cubs born in Iran	yes
נטפליקס תציע סיורים בחינם באירופה בעקבות סדרות אהובות	Netflix will offer free tours of Europe following favorite series	yes
המטבעה המלכותית מ"בית הנייר", ארמון בקינגהאם מ"הכתר", או בכלל תעלת סן מרטין מ"אמילי בפריז" - ערי אירופה יחכו לכם •	The Royal Mint from the “Paper House”, Buckingham Palace from the “Crown”, or in general the Canal Saint-Martin from Émilie in Paris - European cities will be waiting for you •	yes
סיורים חינמיים בלוקיישנים של הסדרות הפופולריות ביותר של שירות הסטרימינג.	Free tours of the locations of the most popular series of the streaming service.	yes
מחפשים חופשה לא שגרתית לקיץ הקרוב?	Looking for an unusual vacation this summer?	yes
ובכן, מה דעתכם לצאת לסיורים חינמיים בעקבות גיבורי הסדרות האהובות של נטפליקס?	Well, how about taking free tours following the heroes of Netflix's favorite series?	yes
כן, החברה החליטה לצאת מהמסך אל הרחוב, ולהציע לכם סיורים חינמיים בלונדון, פריז ומדריד בעקבות הסדרות האהובות.	Yes, the company has decided to go off the screen and onto the street, offering you free tours of London, Paris and Madrid following the favorite series.	yes
בפריז תוכלו לסייר בעקבות גיבורת הסדרה "אמילי בפריז", או בעקבות גיבורי הסדרה "לופן"; בלונדון תלכו יד ביד עם גיבורי וגיבורות הסדרות "הכתר" ו"ברידג'רטון"; ובמדריד תצאו בעקבות גיבורי "בית הנייר" ו"אליטה".	In Paris you can tour in the footsteps of the heroine of the series “Emily in Paris”, or following the heroes of the series “Lupen”; in London you will go hand in hand with the heroes and heroines of the series “The Crown” and “Bridgerton”; and in Madrid you will follow the heroes of “Paper House” and “Alita”.	yes
הסיורים המוצעים יתרחשו בין 11 ל-17 ביולי בלונדון, בפריז ובמדריד, ויועברו על ידי מדריכים מקומיים בשיתוף חברת הסיורים SANDEMANs, בשפה האנגלית.	The tours offered will take place from July 11 to 17 in London, Paris and Madrid, and will be delivered by local guides in collaboration with the English-language, SanDemans tour company.	yes
אז אם אתם בעניין ויש לכם "קראש" על אחת הסדרות האלו - ולרבים יש - תוכלו כעת ללכת באתרים ההיסטוריים ובערים האירופיות המיוחדות האלו, ולא תצטרכו ללכת לאיבוד או להתמצא לבד באתרים השונים.	So if you're into it and you have a “Crash” on one of these series - and many do - you can now walk through these historic sites and special European cities, and you won't have to get lost or orient yourself on the different sites.	yes
כל מה שצריך זה להגיע בתאריכים האלו, עם ידע בסיסי באנגלית, ולצעוד עם המדריכים.	All it takes is to arrive on these dates, with a basic knowledge of English, and walk with the guides.	no
לפרטים נוספים על הסיורים, וכן לכלל הסדרות של החברה שרצות כיום, ניתן להיכנס אל הלינק הבא: https://netflix.neweuropetours.eu/	For more details on the tours, as well as all of the company's series currently running, please access the following link: https://netflix.neweuropetours.eu/	no
שמי סעודיה מתקרבים: החברות הישראליות מתכוננות לתגבר קווים למזרח	Saudi Skies Approach: Israeli Companies Are Preparing to Overcome Lines to the East	yes
הסיכום המתגבש לחופש טיסה מורחב מעל סעודיה: חברת התעופה נערכת להשקת טיסות חדשות למזרח הרחוק על חשבון יעדים באירופה	The summary that is forming for expanded freedom of flight over Saudi Arabia: the airline is preparing to launch new flights to the Far East at the expense of destinations in Europe	yes
בחברת התעופה הגדולה בישראל מתכננים שינויים משמעותיים לקראת הגעת נשיא ארה"ב ג'ו ביידן לישראל.	Israel's largest airline is planning major changes ahead of US President Joe Biden's arrival in Israel.	yes
כפי שפרסמנו ב"ישראל היום", ההערכה היא שביידן יכריז על מתן אישור לאל על ולכל חברות התעופה הישראליות לטוס מעל סעודיה ליעדים נוספים מלבד איחוד האמירויות.	As we published in “Israel Hayom”, it is estimated Biden will announce permission for El Al and all Israeli airlines to fly over Saudi Arabia to other destinations besides the UAE.	yes
המשמעות של ההסכם המתגבש היא שאל על תוכל לטוס בנתיבים קצרים יותר ליעדי המזרח הרחוק ולאוסטרליה.	The significance of the agreement being formulated is that Ask About will be able to fly shorter routes to Far East destinations and to Australia.	yes
לשם כך, החברה תצטרך לבטל טיסות ליעדים פחות רווחיים, וזאת כדי לפנות מטוסים לטובת יעדים חדשים.	To do this, the company will have to cancel flights to less profitable destinations, in order to clear planes in favor of new destinations.	yes
